Postcode,Gemeente,Hoofdgemeente,Begindatum geldigheid,Einddatum geldigheid,INS Code
5080,La Bruyère,La Bruyère,01/01/1900,31/12/9999,92141
5080,Rhisnes,La Bruyère,01/01/1900,31/12/9999,92141
5080,Villers-lez-Heest,La Bruyère,01/01/1900,31/12/9999,92141
5080,Warisoulx,La Bruyère,01/01/1900,31/12/9999,92141
5081,Bovesse,La Bruyère,01/01/1900,31/12/9999,92141
5081,Meux,La Bruyère,01/01/1900,31/12/9999,92141
5081,Saint-Denis-Bovesse,La Bruyère,01/01/1900,31/12/9999,92141
5100,Dave,Namen,01/01/1900,31/12/9999,92094
5100,Jambes (Namur),Namen,01/01/1900,31/12/9999,92094
5100,Naninne,Namen,01/01/1900,31/12/9999,92094
5100,Wépion,Namen,01/01/1900,31/12/9999,92094
5100,Wierde,Namen,01/01/1900,31/12/9999,92094
5101,Erpent,Namen,01/01/1900,31/12/9999,92094
5101,Lives-sur-Meuse,Namen,01/01/1900,31/12/9999,92094
5101,Loyers,Namen,01/01/1900,31/12/9999,92094
5140,Boignée,Sombreffe,01/01/1900,31/12/9999,92114
5140,Ligny,Sombreffe,01/01/1900,31/12/9999,92114
5140,Sombreffe,Sombreffe,01/01/1900,31/12/9999,92114
5140,Tongrinne,Sombreffe,01/01/1900,31/12/9999,92114
5150,Floreffe,Floreffe,01/01/1900,31/12/9999,92045
5150,Floriffoux,Floreffe,01/01/1900,31/12/9999,92045
5150,Franière,Floreffe,01/01/1900,31/12/9999,92045
5150,Soye (Nam.),Floreffe,01/01/1900,31/12/9999,92045
5170,Arbre (Nam.),Profondeville,01/01/1900,31/12/9999,92101
5170,Bois-de-Villers,Profondeville,01/01/1900,31/12/9999,92101
5170,Lesve,Profondeville,01/01/1900,31/12/9999,92101
5170,Lustin,Profondeville,01/01/1900,31/12/9999,92101
5170,Profondeville,Profondeville,01/01/1900,31/12/9999,92101
5170,Rivière,Profondeville,01/01/1900,31/12/9999,92101
5190,Balâtre,Jemeppe-sur-Sambre,01/01/1900,31/12/9999,92140
5190,Ham-sur-Sambre,Jemeppe-sur-Sambre,01/01/1900,31/12/9999,92140
5190,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,01/01/1900,31/12/9999,92140
5190,Mornimont,Jemeppe-sur-Sambre,01/01/1900,31/12/9999,92140
5190,Moustier-sur-Sambre,Jemeppe-sur-Sambre,01/01/1900,31/12/9999,92140
5190,Onoz,Jemeppe-sur-Sambre,01/01/1900,31/12/9999,92140
5190,Saint-Martin,Jemeppe-sur-Sambre,01/01/1900,31/12/9999,92140
5190,Spy,Jemeppe-sur-Sambre,01/01/1900,31/12/9999,92140
5300,Andenne,Andenne,01/01/1900,31/12/9999,92003
5300,Bonneville,Andenne,01/01/1900,31/12/9999,92003
5300,Coutisse,Andenne,01/01/1900,31/12/9999,92003
5300,Landenne,Andenne,01/01/1900,31/12/9999,92003
5300,Maizeret,Andenne,01/01/1900,31/12/9999,92003
5300,Namêche,Andenne,01/01/1900,31/12/9999,92003
5300,Sclayn,Andenne,01/01/1900,31/12/9999,92003
5300,Seilles,Andenne,01/01/1900,31/12/9999,92003
5300,Thon,Andenne,01/01/1900,31/12/9999,92003
5300,Vezin,Andenne,01/01/1900,31/12/9999,92003
5310,Aische-en-Refail,Eghezée,01/01/1900,31/12/9999,92035
5310,Bolinne,Eghezée,01/01/1900,31/12/9999,92035
5310,Boneffe,Eghezée,01/01/1900,31/12/9999,92035
5310,Branchon,Eghezée,01/01/1900,31/12/9999,92035
5310,Dhuy,Eghezée,01/01/1900,31/12/9999,92035
5310,Eghezée,Eghezée,01/01/1900,31/12/9999,92035
5310,Hanret,Eghezée,01/01/1900,31/12/9999,92035
5310,Leuze (Nam.),Eghezée,01/01/1900,31/12/9999,92035
5310,Liernu,Eghezée,01/01/1900,31/12/9999,92035
5310,Longchamps (Nam.),Eghezée,01/01/1900,31/12/9999,92035
5310,Mehaigne,Eghezée,01/01/1900,31/12/9999,92035
5310,Noville-sur-Méhaigne,Eghezée,01/01/1900,31/12/9999,92035
5310,Saint-Germain,Eghezée,01/01/1900,31/12/9999,92035
5310,Taviers (Nam.),Eghezée,01/01/1900,31/12/9999,92035
5310,Upigny,Eghezée,01/01/1900,31/12/9999,92035
5310,Waret-la-Chaussée,Eghezée,01/01/1900,31/12/9999,92035
5330,Assesse,Assesse,01/01/1900,31/12/9999,92006
5330,Maillen,Assesse,01/01/1900,31/12/9999,92006
5330,Sart-Bernard,Assesse,01/01/1900,31/12/9999,92006
5332,Crupet,Assesse,01/01/1900,31/12/9999,92006
5333,Sorinne-la-Longue,Assesse,01/01/1900,31/12/9999,92006
5334,Florée,Assesse,01/01/1900,31/12/9999,92006
5336,Courrière,Assesse,01/01/1900,31/12/9999,92006
5340,Faulx-les-Tombes,Gesves,01/01/1900,31/12/9999,92054
5340,Gesves,Gesves,01/01/1900,31/12/9999,92054
5340,Haltinne,Gesves,01/01/1900,31/12/9999,92054
5340,Mozet,Gesves,01/01/1900,31/12/9999,92054
5340,Sorée,Gesves,01/01/1900,31/12/9999,92054
5350,Evelette,Ohey,01/01/1900,31/12/9999,92097
5350,Ohey,Ohey,01/01/1900,31/12/9999,92097
5351,Haillot,Ohey,01/01/1900,31/12/9999,92097
5352,Perwez-Haillot,Ohey,01/01/1900,31/12/9999,92097
5353,Goesnes,Ohey,01/01/1900,31/12/9999,92097
5354,Jallet,Ohey,01/01/1900,31/12/9999,92097
5360,Hamois,Hamois,01/01/1900,31/12/9999,91059
5360,Natoye,Hamois,01/01/1900,31/12/9999,91059
5361,Mohiville,Hamois,01/01/1900,31/12/9999,91059
5361,Scy,Hamois,01/01/1900,31/12/9999,91059
5362,Achet,Hamois,01/01/1900,31/12/9999,91059
5363,Emptinne,Hamois,01/01/1900,31/12/9999,91059
5364,Schaltin,Hamois,01/01/1900,31/12/9999,91059
5370,Barvaux-Condroz,Havelange,01/01/1900,31/12/9999,91064
5370,Flostoy,Havelange,01/01/1900,31/12/9999,91064
5370,Havelange,Havelange,01/01/1900,31/12/9999,91064
5370,Jeneffe (Nam.),Havelange,01/01/1900,31/12/9999,91064
5370,Porcheresse (Nam.),Havelange,01/01/1900,31/12/9999,91064
5370,Verlée,Havelange,01/01/1900,31/12/9999,91064
5372,Méan,Havelange,01/01/1900,31/12/9999,91064
5374,Maffe,Havelange,01/01/1900,31/12/9999,91064
5376,Miécret,Havelange,01/01/1900,31/12/9999,91064
5377,Baillonville,Somme-Leuze,01/01/1900,31/12/9999,91120
5377,Bonsin,Somme-Leuze,01/01/1900,31/12/9999,91120
5377,Heure (Nam.),Somme-Leuze,01/01/1900,31/12/9999,91120
5377,Hogne,Somme-Leuze,01/01/1900,31/12/9999,91120
5377,Nettinne,Somme-Leuze,01/01/1900,31/12/9999,91120
5377,Noiseux,Somme-Leuze,01/01/1900,31/12/9999,91120
5377,Sinsin,Somme-Leuze,01/01/1900,31/12/9999,91120
5377,Somme-Leuze,Somme-Leuze,01/01/1900,31/12/9999,91120
5377,Waillet,Somme-Leuze,01/01/1900,31/12/9999,91120
5380,Bierwart,Fernelmont,01/01/1900,31/12/9999,92138
5380,Cortil-Wodon,Fernelmont,01/01/1900,31/12/9999,92138
5380,Fernelmont,Fernelmont,01/01/1900,31/12/9999,92138
5380,Forville,Fernelmont,01/01/1900,31/12/9999,92138
5380,Franc-Waret,Fernelmont,01/01/1900,31/12/9999,92138
5380,Hemptinne (Fernelmont),Fernelmont,01/01/1900,31/12/9999,92138
5380,Hingeon,Fernelmont,01/01/1900,31/12/9999,92138
5380,Marchovelette,Fernelmont,01/01/1900,31/12/9999,92138
5380,Noville-les-Bois,Fernelmont,01/01/1900,31/12/9999,92138
5380,Pontillas,Fernelmont,01/01/1900,31/12/9999,92138
5380,Tillier,Fernelmont,01/01/1900,31/12/9999,92138
5500,Anseremme,Dinant,01/01/1900,31/12/9999,91034
5500,Bouvignes-sur-Meuse,Dinant,01/01/1900,31/12/9999,91034
5500,Dinant,Dinant,01/01/1900,31/12/9999,91034
5500,Dréhance,Dinant,01/01/1900,31/12/9999,91034
5500,Falmagne,Dinant,01/01/1900,31/12/9999,91034
5500,Falmignoul,Dinant,01/01/1900,31/12/9999,91034
5500,Furfooz,Dinant,01/01/1900,31/12/9999,91034
5501,Lisogne,Dinant,01/01/1900,31/12/9999,91034
5502,Thynes,Dinant,01/01/1900,31/12/9999,91034
5503,Sorinnes,Dinant,01/01/1900,31/12/9999,91034
5504,Foy-Notre-Dame,Dinant,01/01/1900,31/12/9999,91034
5520,Anthée,Onhaye,01/01/1900,31/12/9999,91103
5520,Onhaye,Onhaye,01/01/1900,31/12/9999,91103
5521,Serville,Onhaye,01/01/1900,31/12/9999,91103
5522,Falaën,Onhaye,01/01/1900,31/12/9999,91103
5523,Sommière,Onhaye,01/01/1900,31/12/9999,91103
5523,Weillen,Onhaye,01/01/1900,31/12/9999,91103
5524,Gerin,Onhaye,01/01/1900,31/12/9999,91103
5530,Dorinne,Yvoir,01/01/1900,31/12/9999,91141
5530,Durnal,Yvoir,01/01/1900,31/12/9999,91141
5530,Evrehailles,Yvoir,01/01/1900,31/12/9999,91141
5530,Godinne,Yvoir,01/01/1900,31/12/9999,91141
5530,Houx,Yvoir,01/01/1900,31/12/9999,91141
5530,Mont (Nam.),Yvoir,01/01/1900,31/12/9999,91141
5530,Purnode,Yvoir,01/01/1900,31/12/9999,91141
5530,Spontin,Yvoir,01/01/1900,31/12/9999,91141
5530,Yvoir,Yvoir,01/01/1900,31/12/9999,91141
5537,Anhée,Anhée,01/01/1900,31/12/9999,91005
5537,Annevoie-Rouillon,Anhée,01/01/1900,31/12/9999,91005
5537,Bioul,Anhée,01/01/1900,31/12/9999,91005
5537,Denée,Anhée,01/01/1900,31/12/9999,91005
5537,Haut-le-Wastia,Anhée,01/01/1900,31/12/9999,91005
5537,Sosoye,Anhée,01/01/1900,31/12/9999,91005
5537,Warnant,Anhée,01/01/1900,31/12/9999,91005
5540,Hastière,Hastière,01/01/1900,31/12/9999,91142
5540,Hastière-Lavaux,Hastière,01/01/1900,31/12/9999,91142
5540,Hermeton-sur-Meuse,Hastière,01/01/1900,31/12/9999,91142
5540,Waulsort,Hastière,01/01/1900,31/12/9999,91142
5541,Hastière-par-Delà,Hastière,01/01/1900,31/12/9999,91142
5542,Blaimont,Hastière,01/01/1900,31/12/9999,91142
5543,Heer,Hastière,01/01/1900,31/12/9999,91142
5544,Agimont,Hastière,01/01/1900,31/12/9999,91142
5550,Alle,Vresse-sur-Semois,01/01/1900,31/12/9999,91143
5550,Bagimont,Vresse-sur-Semois,01/01/1900,31/12/9999,91143
5550,Bohan,Vresse-sur-Semois,01/01/1900,31/12/9999,91143
5550,Chairière,Vresse-sur-Semois,01/01/1900,31/12/9999,91143
5550,Laforêt,Vresse-sur-Semois,01/01/1900,31/12/9999,91143
5550,Membre,Vresse-sur-Semois,01/01/1900,31/12/9999,91143
5550,Mouzaive,Vresse-sur-Semois,01/01/1900,31/12/9999,91143
5550,Nafraiture,Vresse-sur-Semois,01/01/1900,31/12/9999,91143
5550,Orchimont,Vresse-sur-Semois,01/01/1900,31/12/9999,91143
5550,Pussemange,Vresse-sur-Semois,01/01/1900,31/12/9999,91143
5550,Sugny,Vresse-sur-Semois,01/01/1900,31/12/9999,91143
5550,Vresse,Vresse-sur-Semois,01/01/1900,31/12/2008,91143
5550,Vresse-sur-Semois,Vresse-sur-Semois,01/01/1900,31/12/9999,91143
5555,Baillamont,Bièvre,01/01/1900,31/12/9999,91015
5555,Bellefontaine (Nam.),Bièvre,01/01/1900,31/12/9999,91015
5555,Bièvre,Bièvre,01/01/1900,31/12/9999,91015
5555,Cornimont,Bièvre,01/01/1900,31/12/9999,91015
5555,Graide,Bièvre,01/01/1900,31/12/9999,91015
5555,Gros-Fays,Bièvre,01/01/1900,31/12/9999,91015
5555,Monceau-en-Ardenne,Bièvre,01/01/1900,31/12/9999,91015
5555,Naomé,Bièvre,01/01/1900,31/12/9999,91015
5555,Oizy,Bièvre,01/01/1900,31/12/9999,91015
5555,Petit-Fays,Bièvre,01/01/1900,31/12/9999,91015
5560,Ciergnon,Houyet,01/01/1900,31/12/9999,91072
5560,Finnevaux,Houyet,01/01/1900,31/12/9999,91072
5560,Houyet,Houyet,01/01/1900,31/12/9999,91072
5560,Hulsonniaux,Houyet,01/01/1900,31/12/9999,91072
5560,Mesnil-Eglise,Houyet,01/01/1900,31/12/9999,91072
5560,Mesnil-Saint-Blaise,Houyet,01/01/1900,31/12/9999,91072
5561,Celles (Nam.),Houyet,01/01/1900,31/12/9999,91072
5562,Custinne,Houyet,01/01/1900,31/12/9999,91072
5563,Hour,Houyet,01/01/1900,31/12/9999,91072
5564,Wanlin,Houyet,01/01/1900,31/12/9999,91072
5570,Baronville,Beauraing,01/01/1900,31/12/9999,91013
5570,Beauraing,Beauraing,01/01/1900,31/12/9999,91013
5570,Dion,Beauraing,01/01/1900,31/12/9999,91013
5570,Felenne,Beauraing,01/01/1900,31/12/9999,91013
5570,Feschaux,Beauraing,01/01/1900,31/12/9999,91013
5570,Honnay,Beauraing,01/01/1900,31/12/9999,91013
5570,Javingue,Beauraing,01/01/1900,31/12/9999,91013
5570,Vonêche,Beauraing,01/01/1900,31/12/9999,91013
5570,Wancennes,Beauraing,01/01/1900,31/12/9999,91013
5570,Winenne,Beauraing,01/01/1900,31/12/9999,91013
5571,Wiesme,Beauraing,01/01/1900,31/12/9999,91013
5572,Focant,Beauraing,01/01/1900,31/12/9999,91013
5573,Martouzin-Neuville,Beauraing,01/01/1900,31/12/9999,91013
5574,Pondrôme,Beauraing,01/01/1900,31/12/9999,91013
5575,Bourseigne-Neuve,Gedinne,01/01/1900,31/12/9999,91054
5575,Bourseigne-Vieille,Gedinne,01/01/1900,31/12/9999,91054
5575,Gedinne,Gedinne,01/01/1900,31/12/9999,91054
5575,Houdremont,Gedinne,01/01/1900,31/12/9999,91054
5575,Louette-Saint-Denis,Gedinne,01/01/1900,31/12/9999,91054
5575,Louette-Saint-Pierre,Gedinne,01/01/1900,31/12/9999,91054
5575,Malvoisin,Gedinne,01/01/1900,31/12/9999,91054
5575,Patignies,Gedinne,01/01/1900,31/12/9999,91054
5575,Rienne,Gedinne,01/01/1900,31/12/9999,91054
5575,Sart-Custinne,Gedinne,01/01/1900,31/12/9999,91054
5575,Vencimont,Gedinne,01/01/1900,31/12/9999,91054
5575,Willerzie,Gedinne,01/01/1900,31/12/9999,91054
5576,Froidfontaine,Beauraing,01/01/1900,31/12/9999,91013
5580,Ave-et-Auffe,Rochefort,01/01/1900,31/12/9999,91114
5580,Buissonville,Rochefort,01/01/1900,31/12/9999,91114
5580,Eprave,Rochefort,01/01/1900,31/12/9999,91114
5580,Han-sur-Lesse,Rochefort,01/01/1900,31/12/9999,91114
5580,Jemelle,Rochefort,01/01/1900,31/12/9999,91114
5580,Lavaux-Sainte-Anne,Rochefort,01/01/1900,31/12/9999,91114
5580,Lessive,Rochefort,01/01/1900,31/12/9999,91114
5580,Mont-Gauthier,Rochefort,01/01/1900,31/12/9999,91114
5580,Rochefort,Rochefort,01/01/1900,31/12/9999,91114
5580,Villers-sur-Lesse,Rochefort,01/01/1900,31/12/9999,91114
5580,Wavreille,Rochefort,01/01/1900,31/12/9999,91114
5590,Achêne,Ciney,01/01/1900,31/12/9999,91030
5590,Braibant,Ciney,01/01/1900,31/12/9999,91030
5590,Chevetogne,Ciney,01/01/1900,31/12/9999,91030
5590,Ciney,Ciney,01/01/1900,31/12/9999,91030
5590,Conneux,Ciney,01/01/1900,31/12/9999,91030
5590,Haversin,Ciney,01/01/1900,31/12/9999,91030
5590,Leignon,Ciney,01/01/1900,31/12/9999,91030
5590,Pessoux,Ciney,01/01/1900,31/12/9999,91030
5590,Serinchamps,Ciney,01/01/1900,31/12/9999,91030
5590,Sovet,Ciney,01/01/1900,31/12/9999,91030
5600,Fagnolle,Philippeville,01/01/1900,31/12/9999,93056
5600,Franchimont,Philippeville,01/01/1900,31/12/9999,93056
5600,Jamagne,Philippeville,01/01/1900,31/12/9999,93056
5600,Jamiolle,Philippeville,01/01/1900,31/12/9999,93056
5600,Merlemont,Philippeville,01/01/1900,31/12/9999,93056
5600,Neuville (Philippeville),Philippeville,01/01/1900,31/12/9999,93056
5600,Omezée,Philippeville,01/01/1900,31/12/9999,93056
5600,Philippeville,Philippeville,01/01/1900,31/12/9999,93056
5600,Roly,Philippeville,01/01/1900,31/12/9999,93056
5600,Romedenne,Philippeville,01/01/1900,31/12/9999,93056
5600,Samart,Philippeville,01/01/1900,31/12/9999,93056
5600,Sart-en-Fagne,Philippeville,01/01/1900,31/12/9999,93056
5600,Sautour,Philippeville,01/01/1900,31/12/9999,93056
5600,Surice,Philippeville,01/01/1900,31/12/9999,93056
5600,Villers-en-Fagne,Philippeville,01/01/1900,31/12/9999,93056
5600,Villers-le-Gambon,Philippeville,01/01/1900,31/12/9999,93056
5600,Vodecée,Philippeville,01/01/1900,31/12/9999,93056
5620,Corenne,Florennes,01/01/1900,31/12/9999,93022
5620,Flavion,Florennes,01/01/1900,31/12/9999,93022
5620,Florennes,Florennes,01/01/1900,31/12/9999,93022
5620,Hemptinne-lez-Florennes,Florennes,01/01/1900,31/12/9999,93022
5620,Morville,Florennes,01/01/1900,31/12/9999,93022
5620,Rosée,Florennes,01/01/1900,31/12/9999,93022
5620,Saint-Aubin,Florennes,01/01/1900,31/12/9999,93022
5621,Hanzinelle,Florennes,01/01/1900,31/12/9999,93022
5621,Hanzinne,Florennes,01/01/1900,31/12/9999,93022
5621,Morialmé,Florennes,01/01/1900,31/12/9999,93022
5621,Thy-le-Bauduin,Florennes,01/01/1900,31/12/9999,93022
5630,Cerfontaine,Cerfontaine,01/01/1900,31/12/9999,93010
5630,Daussois,Cerfontaine,01/01/1900,31/12/9999,93010
5630,Senzeille,Cerfontaine,01/01/1900,31/12/9999,93010
5630,Silenrieux,Cerfontaine,01/01/1900,31/12/9999,93010
5630,Soumoy,Cerfontaine,01/01/1900,31/12/9999,93010
5630,Villers-Deux-Eglises,Cerfontaine,01/01/1900,31/12/9999,93010
5640,Biesme,Mettet,01/01/1900,31/12/9999,92087
5640,Biesmerée,Mettet,01/01/1900,31/12/9999,92087
5640,Graux,Mettet,01/01/1900,31/12/9999,92087
5640,Mettet,Mettet,01/01/1900,31/12/9999,92087
5640,Oret,Mettet,01/01/1900,31/12/9999,92087
5640,Saint-Gérard,Mettet,01/01/1900,31/12/9999,92087
5641,Furnaux,Mettet,01/01/1900,31/12/9999,92087
5644,Ermeton-sur-Biert,Mettet,01/01/1900,31/12/9999,92087
5646,Stave,Mettet,01/01/1900,31/12/9999,92087
5650,Castillon,Walcourt,01/01/1900,31/12/9999,93088
5650,Chastrès,Walcourt,01/01/1900,31/12/9999,93088
5650,Clermont (Nam.),Walcourt,01/01/1900,31/12/9999,93088
5650,Fontenelle,Walcourt,01/01/1900,31/12/9999,93088
5650,Fraire,Walcourt,01/01/1900,31/12/9999,93088
5650,Pry,Walcourt,01/01/1900,31/12/9999,93088
5650,Vogenée,Walcourt,01/01/1900,31/12/9999,93088
5650,Walcourt,Walcourt,01/01/1900,31/12/9999,93088
5650,Yves-Gomezée,Walcourt,01/01/1900,31/12/9999,93088
5651,Berzée,Walcourt,01/01/1900,31/12/9999,93088
5651,Gourdinne,Walcourt,01/01/1900,31/12/9999,93088
5651,Laneffe,Walcourt,01/01/1900,31/12/9999,93088
5651,Rognée,Walcourt,01/01/1900,31/12/9999,93088
5651,Somzée,Walcourt,01/01/1900,31/12/9999,93088
5651,Tarcienne,Walcourt,01/01/1900,31/12/9999,93088
5651,Thy-le-Château,Walcourt,01/01/1900,31/12/9999,93088
5660,Aublain,Couvin,01/01/1900,31/12/9999,93014
5660,Boussu-en-Fagne,Couvin,01/01/1900,31/12/9999,93014
5660,Brûly,Couvin,01/01/1900,31/12/9999,93014
5660,Brûly-de-Pesche,Couvin,01/01/1900,31/12/9999,93014
5660,Couvin,Couvin,01/01/1900,31/12/9999,93014
5660,Cul-des-Sarts,Couvin,01/01/1900,31/12/9999,93014
5660,Dailly,Couvin,01/01/1900,31/12/9999,93014
5660,Frasnes (Nam.),Couvin,01/01/1900,31/12/9999,93014
5660,Gonrieux,Couvin,01/01/1900,31/12/9999,93014
5660,Mariembourg,Couvin,01/01/1900,31/12/9999,93014
5660,Pesche,Couvin,01/01/1900,31/12/9999,93014
5660,Petigny,Couvin,01/01/1900,31/12/9999,93014
5660,Petite-Chapelle,Couvin,01/01/1900,31/12/9999,93014
5660,Presgaux,Couvin,01/01/1900,31/12/9999,93014
5670,Dourbes,Viroinval,01/01/1900,31/12/9999,93090
5670,Le Mesnil,Viroinval,01/01/1900,31/12/9999,93090
5670,Mazée,Viroinval,01/01/1900,31/12/9999,93090
5670,Nismes,Viroinval,01/01/1900,31/12/9999,93090
5670,Oignies-en-Thiérache,Viroinval,01/01/1900,31/12/9999,93090
5670,Olloy-sur-Viroin,Viroinval,01/01/1900,31/12/9999,93090
5670,Treignes,Viroinval,01/01/1900,31/12/9999,93090
5670,Vierves-sur-Viroin,Viroinval,01/01/1900,31/12/9999,93090
5670,Viroinval,Viroinval,01/01/1900,31/12/9999,93090
5680,Doische,Doische,01/01/1900,31/12/9999,93018
5680,Gimnée,Doische,01/01/1900,31/12/9999,93018
5680,Gochenée,Doische,01/01/1900,31/12/9999,93018
5680,Matagne-la-Grande,Doische,01/01/1900,31/12/9999,93018
5680,Matagne-la-Petite,Doische,01/01/1900,31/12/9999,93018
5680,Niverlée,Doische,01/01/1900,31/12/9999,93018
5680,Romerée,Doische,01/01/1900,31/12/9999,93018
5680,Soulme,Doische,01/01/1900,31/12/9999,93018
5680,Vaucelles,Doische,01/01/1900,31/12/9999,93018
5680,Vodelée,Doische,01/01/1900,31/12/9999,93018
6000,Charleroi,Charleroi,01/01/1900,31/12/9999,52011
6001,Marcinelle,Charleroi,01/01/1900,31/12/9999,52011
6010,Couillet,Charleroi,01/01/1900,31/12/9999,52011
6020,Dampremy,Charleroi,01/01/1900,31/12/9999,52011
6030,Goutroux,Charleroi,01/01/1900,31/12/9999,52011
6030,Marchienne-au-Pont,Charleroi,01/01/1900,31/12/9999,52011
6031,Monceau-sur-Sambre,Charleroi,01/01/1900,31/12/9999,52011
6032,Mont-sur-Marchienne,Charleroi,01/01/1900,31/12/9999,52011
6040,Jumet (Charleroi),Charleroi,01/01/1900,31/12/9999,52011
6041,Gosselies,Charleroi,01/01/1900,31/12/9999,52011
6042,Lodelinsart,Charleroi,01/01/1900,31/12/9999,52011
6043,Ransart,Charleroi,01/01/1900,31/12/9999,52011
6044,Roux,Charleroi,01/01/1900,31/12/9999,52011
6060,Gilly (Charleroi),Charleroi,01/01/1900,31/12/9999,52011
6061,Montignies-sur-Sambre,Charleroi,01/01/1900,31/12/9999,52011
6110,Montigny-le-Tilleul,Montigny-le-Tilleul,01/01/1900,31/12/9999,52048
6111,Landelies,Montigny-le-Tilleul,01/01/1900,31/12/9999,52048
6120,Cour-sur-Heure,Ham-sur-Heure-Nalinnes,01/01/1900,31/12/9999,56086
6120,Ham-sur-Heure,Ham-sur-Heure-Nalinnes,01/01/1900,31/12/9999,56086
6120,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,01/01/1900,31/12/9999,56086
6120,Jamioulx,Ham-sur-Heure-Nalinnes,01/01/1900,31/12/9999,56086
6120,Marbaix (Ht.),Ham-sur-Heure-Nalinnes,01/01/1900,31/12/9999,56086
6120,Nalinnes,Ham-sur-Heure-Nalinnes,01/01/1900,31/12/9999,56086
6140,Fontaine-l'Evêque,Fontaine-l'Evêque,01/01/1900,31/12/9999,52022
6141,Forchies-la-Marche,Fontaine-l'Evêque,01/01/1900,31/12/9999,52022
6142,Leernes,Fontaine-l'Evêque,01/01/1900,31/12/9999,52022
6150,Anderlues,Anderlues,01/01/1900,31/12/9999,56001
6180,Courcelles,Courcelles,01/01/1900,31/12/9999,52015
6181,Gouy-lez-Piéton,Courcelles,01/01/1900,31/12/9999,52015
6182,Souvret,Courcelles,01/01/1900,31/12/9999,52015
6183,Trazegnies,Courcelles,01/01/1900,31/12/9999,52015
6200,Bouffioulx,Châtelet,01/01/1900,31/12/9999,52012
6200,Châtelet,Châtelet,01/01/1900,31/12/9999,52012
6200,Châtelineau,Châtelet,01/01/1900,31/12/9999,52012
6210,Frasnes-lez-Gosselies,Les Bons Villers,01/01/1900,31/12/9999,52075
6210,Les Bons Villers,Les Bons Villers,01/01/1900,31/12/9999,52075
6210,Rèves,Les Bons Villers,01/01/1900,31/12/9999,52075
6210,Villers-Perwin,Les Bons Villers,01/01/1900,31/12/9999,52075
6210,Wayaux,Les Bons Villers,01/01/1900,31/12/9999,52075
6211,Mellet,Les Bons Villers,01/01/1900,31/12/9999,52075
6220,Fleurus,Fleurus,01/01/1900,31/12/9999,52021
6220,Heppignies,Fleurus,01/01/1900,31/12/9999,52021
6220,Lambusart,Fleurus,01/01/1900,31/12/9999,52021
6220,Wangenies,Fleurus,01/01/1900,31/12/9999,52021
6221,Saint-Amand,Fleurus,01/01/1900,31/12/9999,52021
6222,Brye,Fleurus,01/01/1900,31/12/9999,52021
6223,Wagnelée,Fleurus,01/01/1900,31/12/9999,52021
6224,Wanfercée-Baulet,Fleurus,01/01/1900,31/12/9999,52021
6230,Buzet,Pont-à-Celles,01/01/1900,31/12/9999,52055
6230,Obaix,Pont-à-Celles,01/01/1900,31/12/9999,52055
6230,Pont-à-Celles,Pont-à-Celles,01/01/1900,31/12/9999,52055
6230,Thiméon,Pont-à-Celles,01/01/1900,31/12/9999,52055
6230,Viesville,Pont-à-Celles,01/01/1900,31/12/9999,52055
6238,Liberchies,Pont-à-Celles,01/01/1900,31/12/9999,52055
6238,Luttre,Pont-à-Celles,01/01/1900,31/12/9999,52055
6240,Farciennes,Farciennes,01/01/1900,31/12/9999,52018
6240,Pironchamps,Farciennes,01/01/1900,31/12/9999,52018
6250,Aiseau,Aiseau-Presles,01/01/1900,31/12/9999,52074
6250,Aiseau-Presles,Aiseau-Presles,01/01/1900,31/12/9999,52074
6250,Pont-de-Loup,Aiseau-Presles,01/01/1900,31/12/9999,52074
6250,Presles,Aiseau-Presles,01/01/1900,31/12/9999,52074
6250,Roselies,Aiseau-Presles,01/01/1900,31/12/9999,52074
6280,Acoz,Gerpinnes,01/01/1900,31/12/9999,52025
6280,Gerpinnes,Gerpinnes,01/01/1900,31/12/9999,52025
6280,Gougnies,Gerpinnes,01/01/1900,31/12/9999,52025
6280,Joncret,Gerpinnes,01/01/1900,31/12/9999,52025
6280,Loverval,Gerpinnes,01/01/1900,31/12/9999,52025
6280,Villers-Poterie,Gerpinnes,01/01/1900,31/12/9999,52025
6440,Boussu-lez-Walcourt,Froidchapelle,01/01/1900,31/12/9999,56029
6440,Fourbechies,Froidchapelle,01/01/1900,31/12/9999,56029
6440,Froidchapelle,Froidchapelle,01/01/1900,31/12/9999,56029
6440,Vergnies,Froidchapelle,01/01/1900,31/12/9999,56029
6441,Erpion,Froidchapelle,01/01/1900,31/12/9999,56029
6460,Bailièvre,Chimay,01/01/1900,31/12/9999,56016
6460,Chimay,Chimay,01/01/1900,31/12/9999,56016
6460,Robechies,Chimay,01/01/1900,31/12/9999,56016
6460,Saint-Remy (Ht.),Chimay,01/01/1900,31/12/9999,56016
6460,Salles,Chimay,01/01/1900,31/12/9999,56016
6460,Villers-la-Tour,Chimay,01/01/1900,31/12/9999,56016
6461,Virelles,Chimay,01/01/1900,31/12/9999,56016
6462,Vaulx-lez-Chimay,Chimay,01/01/1900,31/12/9999,56016
6463,Lompret,Chimay,01/01/1900,31/12/9999,56016
